timestamp,image_name,swift_latitude,swift_longitude,swift_heading,zed_x,zed_y,zed_yaw,gps_latitude,gps_longitude,gps_track
8:51:45,08_51_45.jpg,35.76999797,-78.67498169,89.88586513,116.5600582,-117.6572947,1.400173956,35.77003417,-78.67503867,106.0800018
8:51:47,08_51_47.jpg,35.76999635,-78.67495336,85.18443103,116.9434753,-115.0284851,2.18452416,35.770031,-78.6750105,105.7099991
8:51:49,08_51_49.jpg,35.76999756,-78.67492486,84.42329684,117.0883905,-112.4703155,1.038547959,35.77002983,-78.674982,97.48000336
8:51:52,08_51_52.jpg,35.77000253,-78.67489293,74.22686322,117.1211806,-109.4595374,3.824367311,35.77003367,-78.67494,90.81999969
8:51:54,08_51_54.jpg,35.77001772,-78.6748688,33.92612885,115.8401496,-107.1452255,0.4378962854,35.77005067,-78.674916,52.97000122
8:51:56,08_51_56.jpg,35.77003899,-78.6748493,40.36995359,113.8921676,-105.0516922,0.5511214612,35.77007367,-78.6749,41.75999832
8:51:58,08_51_58.jpg,35.77005923,-78.67482917,25.83157487,111.577975,-103.1998048,0.9095816325,35.77009417,-78.67488117,33.95999908
8:52:00,08_52_00.jpg,35.77008099,-78.67481606,28.49799754,109.4800609,-101.6066083,0.950847954,35.77011183,-78.67486383,33.41999817
8:52:02,08_52_02.jpg,35.77010468,-78.67480245,29.32330805,107.1915251,-99.95940383,1.991913532,35.77013033,-78.67484467,33.11000061
8:52:04,08_52_04.jpg,35.77012778,-78.67478141,32.77026018,104.7244581,-97.84381185,0.8994689207,35.77015267,-78.67482767,32.27000046
8:52:06,08_52_06.jpg,35.77014917,-78.67476185,30.32189788,102.4037874,-95.77742824,0.4834870569,35.77017517,-78.67480333,37.40999985
8:52:08,08_52_08.jpg,35.77017114,-78.67474205,37.80049367,100.0370556,-93.53093934,1.6506076,35.77019667,-78.67477983,35.29999924
8:52:10,08_52_10.jpg,35.77019632,-78.67472666,29.53257739,97.75037631,-91.60134565,1.67317262,35.7702205,-78.67476233,35.29999924
8:52:12,08_52_12.jpg,35.77022339,-78.67470968,25.84867805,95.13077534,-89.64794155,1.544429113,35.77024583,-78.67474233,30.67000008
8:52:14,08_52_14.jpg,35.77024998,-78.67468912,32.07972354,92.60063665,-87.48045761,2.853790305,35.77027033,-78.67473017,30.79999924
8:52:16,08_52_16.jpg,35.77027136,-78.67467331,35.55761716,90.55025446,-85.72041617,0.4365726434,35.7702925,-78.67471833,32.79000092
8:52:18,08_52_18.jpg,35.77028911,-78.67465397,36.54614922,88.40966842,-83.90973876,0.6447807385,35.7703095,-78.674699,38.97999954
8:52:20,08_52_20.jpg,35.77031083,-78.67463748,35.10085282,86.47298413,-81.88046939,1.552799703,35.77032867,-78.67467833,37.04000092
8:52:22,08_52_22.jpg,35.77033743,-78.67461917,33.71106653,84.1113878,-79.56466656,2.084451081,35.7703525,-78.674654,38.04000092
8:52:24,08_52_24.jpg,35.77035789,-78.6746029,22.78141277,82.04217162,-77.79030254,-0.7145477867,35.77037433,-78.6746385,37.38999939
8:52:27,08_52_27.jpg,35.77037319,-78.67458504,37.54354798,80.25515801,-76.20490677,2.190441846,35.770402,-78.67461567,36.45999908
8:52:29,08_52_29.jpg,35.77039361,-78.6745671,32.28316789,77.95216239,-74.31674084,-1.772027927,35.7704235,-78.67459533,33.11000061
8:52:31,08_52_31.jpg,35.7704156,-78.67454978,29.37009822,75.7734457,-72.29360046,0.2325611865,35.7704465,-78.67458267,nan
8:52:33,08_52_33.jpg,35.77043306,-78.67452468,33.77073735,73.37317731,-70.24377921,-1.563606745,35.770469,-78.67456217,32.61000061
8:52:35,08_52_35.jpg,35.77045399,-78.67450558,23.56963501,71.20936935,-68.22252494,0.6017313109,35.7704895,-78.67454067,38.63999939
8:52:37,08_52_37.jpg,35.77047756,-78.67449027,36.72713437,69.01037984,-66.40503904,0.3145686953,35.77051067,-78.67452033,36.79000092
8:52:39,08_52_39.jpg,35.77049597,-78.67447036,38.22732653,66.86866895,-64.43594331,0.3827233631,35.77052967,-78.67451267,nan
8:52:41,08_52_41.jpg,35.77051764,-78.67444969,28.51659677,64.53958278,-62.50327981,-0.3412349533,35.77054783,-78.67449317,35.00999832
8:52:43,08_52_43.jpg,35.77054319,-78.67443692,30.40198321,62.21960341,-60.70672511,-0.49760191,35.77057,-78.67448867,30.63999939
8:52:45,08_52_45.jpg,35.77057198,-78.67442096,28.82398001,59.57799055,-58.59004685,-0.2200058508,35.770592,-78.67446983,25.79999924
8:52:47,08_52_47.jpg,35.77059376,-78.67440894,33.85146366,57.57066168,-57.00876324,-3.636387376,35.77060967,-78.67445417,28.12999916
8:52:49,08_52_49.jpg,35.77061677,-78.67439467,25.68340926,55.57758717,-55.22048505,-0.2790691063,35.77062617,-78.67443467,30.35000038
8:52:51,08_52_51.jpg,35.77064129,-78.67437791,30.38153057,52.97348955,-53.15653499,-5.887303412,35.77064933,-78.6744215,25.40999985
8:52:53,08_52_53.jpg,35.77066344,-78.67435703,28.12133045,50.59203579,-50.9324737,-1.529163951,35.77066983,-78.67440433,32.25999832
