frame                                    | matched    | sgil_err_m | gps_err_m  | gps_pose                         | rtk_pose                         | current_pose                     | estimated_pose
images/image_00005096.png                | False      |      48.06 |      50.80 | (x=234.34, y=115.02, yaw=178.16°) | (x=192.81, y=144.28, yaw=178.16°) | (x=209.24, y=99.12, yaw=178.16°) | (x=209.24, y=99.12, yaw=178.16°)
images/image_00005111.png                | False      |      48.40 |      51.60 | (x=232.40, y=115.09, yaw=178.93°) | (x=189.90, y=144.35, yaw=178.93°) | (x=207.30, y=99.19, yaw=178.93°) | (x=207.30, y=99.19, yaw=178.93°)
images/image_00005126.png                | False      |      48.10 |      51.77 | (x=231.42, y=115.64, yaw=-178.05°) | (x=188.34, y=144.35, yaw=-178.05°) | (x=206.32, y=99.73, yaw=-178.05°) | (x=206.32, y=99.73, yaw=-178.05°)
images/image_00005141.png                | False      |      47.84 |      50.73 | (x=230.00, y=115.21, yaw=-154.38°) | (x=188.37, y=144.20, yaw=-154.38°) | (x=204.90, y=99.31, yaw=-154.38°) | (x=204.90, y=99.31, yaw=-154.38°)
images/image_00005156.png                | False      |      48.11 |      50.42 | (x=229.17, y=114.70, yaw=-167.81°) | (x=188.32, y=144.25, yaw=-167.81°) | (x=204.06, y=98.80, yaw=-167.81°) | (x=204.06, y=98.80, yaw=-167.81°)
images/image_00005171.png                | False      |      48.81 |      50.70 | (x=228.33, y=113.98, yaw=-179.63°) | (x=187.74, y=144.36, yaw=-179.63°) | (x=203.23, y=98.08, yaw=-179.63°) | (x=203.23, y=98.08, yaw=-179.63°)
images/image_00005186.png                | False      |      48.56 |      51.17 | (x=228.00, y=114.78, yaw=178.61°) | (x=186.38, y=144.54, yaw=178.61°) | (x=202.90, y=98.87, yaw=178.61°) | (x=202.90, y=98.87, yaw=178.61°)
images/image_00005201.png                | False      |      50.33 |      53.71 | (x=228.12, y=113.89, yaw=178.53°) | (x=184.06, y=144.61, yaw=178.53°) | (x=203.02, y=97.98, yaw=178.53°) | (x=203.02, y=97.98, yaw=178.53°)
images/image_00005217.png                | False      |      51.44 |      56.00 | (x=227.65, y=114.00, yaw=178.09°) | (x=180.85, y=144.73, yaw=178.09°) | (x=202.55, y=98.10, yaw=178.09°) | (x=202.55, y=98.10, yaw=178.09°)
images/image_00005232.png                | False      |      52.35 |      58.39 | (x=227.18, y=114.81, yaw=177.43°) | (x=177.17, y=144.94, yaw=177.43°) | (x=202.08, y=98.90, yaw=177.43°) | (x=202.08, y=98.90, yaw=177.43°)
images/image_00005247.png                | False      |      54.12 |      60.78 | (x=225.40, y=114.28, yaw=176.65°) | (x=173.04, y=145.13, yaw=176.65°) | (x=200.30, y=98.37, yaw=176.65°) | (x=200.30, y=98.37, yaw=176.65°)
images/image_00005262.png                | False      |      56.81 |      64.01 | (x=223.97, y=113.22, yaw=177.05°) | (x=168.64, y=145.41, yaw=177.05°) | (x=198.87, y=97.31, yaw=177.05°) | (x=198.87, y=97.31, yaw=177.05°)
images/image_00005277.png                | False      |      60.23 |      66.75 | (x=220.51, y=110.25, yaw=176.51°) | (x=163.95, y=145.71, yaw=176.51°) | (x=195.41, y=94.35, yaw=176.51°) | (x=195.41, y=94.35, yaw=176.51°)
images/image_00005292.png                | False      |      63.98 |      69.86 | (x=217.14, y=106.90, yaw=177.70°) | (x=159.18, y=145.89, yaw=177.70°) | (x=192.04, y=91.00, yaw=177.70°) | (x=192.04, y=91.00, yaw=177.70°)
images/image_00005307.png                | False      |      65.75 |      70.98 | (x=212.03, y=105.09, yaw=178.51°) | (x=154.17, y=146.20, yaw=178.51°) | (x=186.93, y=89.19, yaw=178.51°) | (x=186.93, y=89.19, yaw=178.51°)
images/image_00005322.png                | False      |      66.01 |      71.12 | (x=206.53, y=105.01, yaw=177.13°) | (x=148.73, y=146.45, yaw=177.13°) | (x=181.43, y=89.11, yaw=177.13°) | (x=181.43, y=89.11, yaw=177.13°)
images/image_00005337.png                | False      |      67.31 |      73.00 | (x=202.81, y=105.09, yaw=177.09°) | (x=142.90, y=146.79, yaw=177.09°) | (x=177.71, y=89.18, yaw=177.09°) | (x=177.71, y=89.18, yaw=177.09°)
images/image_00005352.png                | False      |      69.28 |      76.16 | (x=200.75, y=105.52, yaw=176.92°) | (x=136.90, y=147.05, yaw=176.92°) | (x=175.64, y=89.61, yaw=176.92°) | (x=175.64, y=89.61, yaw=176.92°)
images/image_00005367.png                | True       |      62.80 |      75.47 | (x=194.42, y=107.51, yaw=176.57°) | (x=130.39, y=147.44, yaw=176.57°) | (x=169.32, y=91.60, yaw=176.57°) | (x=161.68, y=92.99, yaw=-178.43°)
images/image_00005382.png                | False      |      63.71 |      76.67 | (x=189.03, y=107.54, yaw=176.61°) | (x=123.79, y=147.83, yaw=176.61°) | (x=156.29, y=93.03, yaw=176.61°) | (x=156.29, y=93.03, yaw=176.61°)
images/image_00005398.png                | False      |      64.71 |      78.42 | (x=183.76, y=108.13, yaw=176.72°) | (x=116.40, y=148.29, yaw=176.72°) | (x=151.02, y=93.62, yaw=176.72°) | (x=151.02, y=93.62, yaw=176.72°)
images/image_00005413.png                | True       |      67.28 |      78.45 | (x=177.40, y=109.27, yaw=176.60°) | (x=109.56, y=148.69, yaw=176.60°) | (x=144.65, y=94.75, yaw=176.60°) | (x=147.85, y=93.36, yaw=176.60°)
images/image_00005428.png                | True       |      67.46 |      77.91 | (x=170.12, y=110.52, yaw=177.16°) | (x=102.39, y=149.03, yaw=177.16°) | (x=140.56, y=94.62, yaw=177.16°) | (x=142.08, y=94.48, yaw=-177.84°)
images/image_00005443.png                | False      |      67.15 |      78.44 | (x=164.83, y=112.32, yaw=177.04°) | (x=95.68, y=149.37, yaw=177.04°) | (x=136.80, y=96.28, yaw=177.04°) | (x=136.80, y=96.28, yaw=177.04°)
images/image_00005458.png                | False      |      65.88 |      76.95 | (x=156.43, y=113.27, yaw=177.16°) | (x=88.71, y=149.81, yaw=177.16°) | (x=128.40, y=97.22, yaw=177.16°) | (x=128.40, y=97.22, yaw=177.16°)
images/image_00005473.png                | False      |      64.44 |      74.98 | (x=147.76, y=113.96, yaw=176.48°) | (x=82.16, y=150.27, yaw=176.48°) | (x=119.72, y=97.92, yaw=176.48°) | (x=119.72, y=97.92, yaw=176.48°)
images/image_00005488.png                | False      |      62.12 |      72.52 | (x=139.56, y=115.69, yaw=177.98°) | (x=76.00, y=150.60, yaw=177.98°) | (x=111.53, y=99.65, yaw=177.98°) | (x=111.53, y=99.65, yaw=177.98°)
images/image_00005503.png                | False      |      60.02 |      69.83 | (x=131.16, y=116.16, yaw=-172.18°) | (x=70.26, y=150.34, yaw=-172.18°) | (x=103.13, y=100.12, yaw=-172.18°) | (x=103.13, y=100.12, yaw=-172.18°)
images/image_00005518.png                | False      |      56.73 |      66.82 | (x=123.91, y=117.36, yaw=-157.26°) | (x=65.01, y=148.91, yaw=-157.26°) | (x=95.87, y=101.31, yaw=-157.26°) | (x=95.87, y=101.31, yaw=-157.26°)
images/image_00005533.png                | False      |      52.38 |      62.29 | (x=116.11, y=117.44, yaw=-138.16°) | (x=60.81, y=146.12, yaw=-138.16°) | (x=88.08, y=101.40, yaw=-138.16°) | (x=88.08, y=101.40, yaw=-138.16°)
images/image_00005549.png                | False      |      49.46 |      59.17 | (x=110.31, y=115.01, yaw=-118.91°) | (x=57.57, y=141.81, yaw=-118.91°) | (x=82.28, y=98.96, yaw=-118.91°) | (x=82.28, y=98.96, yaw=-118.91°)
images/image_00005563.png                | False      |      47.30 |      56.81 | (x=106.71, y=112.25, yaw=-106.62°) | (x=55.88, y=137.65, yaw=-106.62°) | (x=78.67, y=96.21, yaw=-106.62°) | (x=78.67, y=96.21, yaw=-106.62°)
images/image_00005579.png                | False      |      43.71 |      54.05 | (x=104.14, y=111.06, yaw=-99.17°) | (x=54.82, y=133.18, yaw=-99.17°) | (x=76.10, y=95.01, yaw=-99.17°)  | (x=76.10, y=95.01, yaw=-99.17°)
images/image_00005594.png                | False      |      41.72 |      52.12 | (x=102.33, y=109.09, yaw=-96.36°) | (x=54.48, y=129.75, yaw=-96.36°) | (x=74.30, y=93.04, yaw=-96.36°)  | (x=74.30, y=93.04, yaw=-96.36°)
images/image_00005609.png                | False      |      38.41 |      48.11 | (x=98.55, y=108.27, yaw=-94.66°) | (x=54.25, y=127.01, yaw=-94.66°) | (x=70.52, y=92.22, yaw=-94.66°)  | (x=70.52, y=92.22, yaw=-94.66°)
images/image_00005624.png                | False      |      34.88 |      42.51 | (x=92.98, y=107.40, yaw=-93.90°) | (x=54.06, y=124.50, yaw=-93.90°) | (x=64.94, y=91.35, yaw=-93.90°)  | (x=64.94, y=91.35, yaw=-93.90°)
images/image_00005639.png                | False      |      31.32 |      37.16 | (x=88.01, y=106.98, yaw=-93.40°) | (x=53.87, y=121.65, yaw=-93.40°) | (x=59.98, y=90.93, yaw=-93.40°)  | (x=59.98, y=90.93, yaw=-93.40°)
images/image_00005654.png                | False      |      28.35 |      32.97 | (x=84.27, y=105.75, yaw=-93.26°) | (x=53.63, y=117.94, yaw=-93.26°) | (x=56.23, y=89.71, yaw=-93.26°)  | (x=56.23, y=89.71, yaw=-93.26°)
images/image_00005669.png                | False      |      24.92 |      29.61 | (x=81.64, y=104.62, yaw=-93.04°) | (x=53.39, y=113.50, yaw=-93.04°) | (x=53.60, y=88.58, yaw=-93.04°)  | (x=53.60, y=88.58, yaw=-93.04°)
images/image_00005684.png                | False      |      21.97 |      28.09 | (x=80.62, y=102.37, yaw=-91.97°) | (x=53.16, y=108.29, yaw=-91.97°) | (x=52.59, y=86.32, yaw=-91.97°)  | (x=52.59, y=86.32, yaw=-91.97°)
images/image_00005699.png                | False      |      20.07 |      27.26 | (x=79.85, y=98.34, yaw=-92.09°)  | (x=52.89, y=102.34, yaw=-92.09°) | (x=51.82, y=82.30, yaw=-92.09°)  | (x=51.82, y=82.30, yaw=-92.09°)
images/image_00005714.png                | False      |      19.66 |      26.41 | (x=78.79, y=92.70, yaw=-92.69°)  | (x=52.62, y=96.22, yaw=-92.69°)  | (x=50.76, y=76.65, yaw=-92.69°)  | (x=50.76, y=76.65, yaw=-92.69°)
images/image_00005729.png                | False      |      19.00 |      24.43 | (x=76.54, y=87.24, yaw=-93.38°)  | (x=52.25, y=89.82, yaw=-93.38°)  | (x=48.51, y=71.19, yaw=-93.38°)  | (x=48.51, y=71.19, yaw=-93.38°)
images/image_00005745.png                | False      |      18.27 |      22.45 | (x=74.23, y=81.74, yaw=-93.47°)  | (x=51.81, y=83.08, yaw=-93.47°)  | (x=46.19, y=65.70, yaw=-93.47°)  | (x=46.19, y=65.70, yaw=-93.47°)
images/image_00005760.png                | False      |      17.34 |      20.98 | (x=72.41, y=76.90, yaw=-93.26°)  | (x=51.43, y=76.70, yaw=-93.26°)  | (x=44.37, y=60.86, yaw=-93.26°)  | (x=44.37, y=60.86, yaw=-93.26°)
images/image_00005775.png                | False      |      16.55 |      21.01 | (x=72.05, y=71.30, yaw=-93.06°)  | (x=51.06, y=70.23, yaw=-93.06°)  | (x=44.01, y=55.26, yaw=-93.06°)  | (x=44.01, y=55.26, yaw=-93.06°)
images/image_00005790.png                | False      |      16.28 |      20.79 | (x=71.48, y=65.14, yaw=-92.80°)  | (x=50.74, y=63.65, yaw=-92.80°)  | (x=43.44, y=49.10, yaw=-92.80°)  | (x=43.44, y=49.10, yaw=-92.80°)
images/image_00005805.png                | False      |      16.25 |      20.46 | (x=70.86, y=58.75, yaw=-92.52°)  | (x=50.47, y=57.04, yaw=-92.52°)  | (x=42.83, y=42.70, yaw=-92.52°)  | (x=42.83, y=42.70, yaw=-92.52°)
images/image_00005820.png                | False      |      16.74 |      19.72 | (x=69.82, y=52.06, yaw=-92.82°)  | (x=50.16, y=50.52, yaw=-92.82°)  | (x=41.79, y=36.02, yaw=-92.82°)  | (x=41.79, y=36.02, yaw=-92.82°)
images/image_00005835.png                | False      |      16.96 |      19.35 | (x=69.16, y=45.30, yaw=-92.27°)  | (x=49.87, y=43.78, yaw=-92.27°)  | (x=41.13, y=29.25, yaw=-92.27°)  | (x=41.13, y=29.25, yaw=-92.27°)
images/image_00005850.png                | False      |      17.87 |      17.73 | (x=67.29, y=38.62, yaw=-91.86°)  | (x=49.62, y=37.13, yaw=-91.86°)  | (x=39.25, y=22.58, yaw=-91.86°)  | (x=39.25, y=22.58, yaw=-91.86°)
images/image_00005865.png                | False      |      18.76 |      15.73 | (x=64.95, y=32.33, yaw=-92.67°)  | (x=49.34, y=30.33, yaw=-92.67°)  | (x=36.91, y=16.28, yaw=-92.67°)  | (x=36.91, y=16.28, yaw=-92.67°)
images/image_00005880.png                | False      |      20.30 |      13.40 | (x=62.25, y=25.64, yaw=-92.89°)  | (x=49.02, y=23.49, yaw=-92.89°)  | (x=34.22, y=9.60, yaw=-92.89°)   | (x=34.22, y=9.60, yaw=-92.89°)
images/image_00005895.png                | False      |      21.62 |      11.35 | (x=59.69, y=19.26, yaw=-93.09°)  | (x=48.67, y=16.55, yaw=-93.09°)  | (x=31.66, y=3.21, yaw=-93.09°)   | (x=31.66, y=3.21, yaw=-93.09°)
images/image_00005910.png                | False      |      21.91 |      10.74 | (x=58.61, y=12.97, yaw=-92.71°)  | (x=48.38, y=9.69, yaw=-92.71°)   | (x=30.58, y=-3.07, yaw=-92.71°)  | (x=30.58, y=-3.07, yaw=-92.71°)
images/image_00005925.png                | False      |      22.53 |      10.07 | (x=57.62, y=5.80, yaw=-92.52°)   | (x=48.04, y=2.67, yaw=-92.52°)   | (x=29.58, y=-10.25, yaw=-92.52°) | (x=29.58, y=-10.25, yaw=-92.52°)
images/image_00005941.png                | False      |      22.47 |      10.00 | (x=57.09, y=-1.29, yaw=-92.33°)  | (x=47.77, y=-4.90, yaw=-92.33°)  | (x=29.06, y=-17.34, yaw=-92.33°) | (x=29.06, y=-17.34, yaw=-92.33°)
images/image_00005956.png                | False      |      23.29 |       9.08 | (x=55.70, y=-8.27, yaw=-92.97°)  | (x=47.38, y=-11.93, yaw=-92.97°) | (x=27.67, y=-24.32, yaw=-92.97°) | (x=27.67, y=-24.32, yaw=-92.97°)
images/image_00005971.png                | False      |      24.12 |       8.19 | (x=54.30, y=-15.56, yaw=-92.59°) | (x=47.02, y=-19.31, yaw=-92.59°) | (x=26.27, y=-31.61, yaw=-92.59°) | (x=26.27, y=-31.61, yaw=-92.59°)
images/image_00005986.png                | False      |      25.04 |       7.26 | (x=53.04, y=-23.12, yaw=-91.07°) | (x=46.78, y=-26.80, yaw=-91.07°) | (x=25.01, y=-39.16, yaw=-91.07°) | (x=25.01, y=-39.16, yaw=-91.07°)
images/image_00006001.png                | False      |      25.67 |       6.73 | (x=51.90, y=-30.45, yaw=-89.19°) | (x=46.65, y=-34.66, yaw=-89.19°) | (x=23.86, y=-46.50, yaw=-89.19°) | (x=23.86, y=-46.50, yaw=-89.19°)
images/image_00006016.png                | False      |      26.73 |       5.86 | (x=50.98, y=-38.52, yaw=-87.23°) | (x=46.94, y=-42.77, yaw=-87.23°) | (x=22.95, y=-54.57, yaw=-87.23°) | (x=22.95, y=-54.57, yaw=-87.23°)
images/image_00006031.png                | False      |      27.34 |       5.54 | (x=50.42, y=-46.80, yaw=-87.73°) | (x=47.15, y=-51.27, yaw=-87.73°) | (x=22.39, y=-62.85, yaw=-87.73°) | (x=22.39, y=-62.85, yaw=-87.73°)
images/image_00006046.png                | False      |      28.11 |       5.02 | (x=49.96, y=-55.31, yaw=-89.05°) | (x=47.50, y=-59.68, yaw=-89.05°) | (x=21.92, y=-71.36, yaw=-89.05°) | (x=21.92, y=-71.36, yaw=-89.05°)
images/image_00006061.png                | False      |      28.56 |       4.86 | (x=49.40, y=-63.89, yaw=-90.31°) | (x=47.47, y=-68.36, yaw=-90.31°) | (x=21.37, y=-79.94, yaw=-90.31°) | (x=21.37, y=-79.94, yaw=-90.31°)
images/image_00006076.png                | False      |      29.11 |       4.78 | (x=48.63, y=-72.34, yaw=-90.76°) | (x=47.37, y=-76.95, yaw=-90.76°) | (x=20.60, y=-88.38, yaw=-90.76°) | (x=20.60, y=-88.38, yaw=-90.76°)
images/image_00006091.png                | False      |      29.32 |       4.81 | (x=48.28, y=-80.69, yaw=-91.49°) | (x=47.28, y=-85.40, yaw=-91.49°) | (x=20.25, y=-96.74, yaw=-91.49°) | (x=20.25, y=-96.74, yaw=-91.49°)
images/image_00006107.png                | False      |      29.25 |       4.94 | (x=48.17, y=-89.05, yaw=-92.35°) | (x=47.15, y=-93.89, yaw=-92.35°) | (x=20.13, y=-105.09, yaw=-92.35°) | (x=20.13, y=-105.09, yaw=-92.35°)
images/image_00006122.png                | False      |      28.91 |       5.06 | (x=48.12, y=-97.06, yaw=-92.53°) | (x=46.75, y=-101.93, yaw=-92.53°) | (x=20.09, y=-113.11, yaw=-92.53°) | (x=20.09, y=-113.11, yaw=-92.53°)
images/image_00006137.png                | False      |      29.16 |       4.49 | (x=47.83, y=-104.78, yaw=-92.55°) | (x=46.47, y=-109.06, yaw=-92.55°) | (x=19.80, y=-120.83, yaw=-92.55°) | (x=19.80, y=-120.83, yaw=-92.55°)
images/image_00006152.png                | False      |      29.50 |       3.80 | (x=47.50, y=-111.96, yaw=-92.31°) | (x=46.20, y=-115.52, yaw=-92.31°) | (x=19.47, y=-128.01, yaw=-92.31°) | (x=19.47, y=-128.01, yaw=-92.31°)
images/image_00006167.png                | False      |      29.40 |       3.73 | (x=47.44, y=-118.33, yaw=-92.46°) | (x=45.96, y=-121.75, yaw=-92.46°) | (x=19.41, y=-134.37, yaw=-92.46°) | (x=19.41, y=-134.37, yaw=-92.46°)
images/image_00006182.png                | False      |      29.40 |       3.78 | (x=47.28, y=-124.45, yaw=-93.11°) | (x=45.84, y=-127.95, yaw=-93.11°) | (x=19.25, y=-140.50, yaw=-93.11°) | (x=19.25, y=-140.50, yaw=-93.11°)
images/image_00006197.png                | False      |      29.47 |       3.80 | (x=46.94, y=-130.44, yaw=-94.11°) | (x=45.61, y=-133.99, yaw=-94.11°) | (x=18.91, y=-146.48, yaw=-94.11°) | (x=18.91, y=-146.48, yaw=-94.11°)
images/image_00006212.png                | False      |      29.83 |       3.57 | (x=46.34, y=-135.98, yaw=-91.44°) | (x=45.33, y=-139.41, yaw=-91.44°) | (x=18.30, y=-152.03, yaw=-91.44°) | (x=18.30, y=-152.03, yaw=-91.44°)
images/image_00006227.png                | False      |      30.25 |       3.17 | (x=46.71, y=-141.08, yaw=-73.37°) | (x=46.01, y=-144.17, yaw=-73.37°) | (x=18.68, y=-157.13, yaw=-73.37°) | (x=18.68, y=-157.13, yaw=-73.37°)
images/image_00006242.png                | True       |      33.16 |       2.20 | (x=47.80, y=-145.69, yaw=-50.12°) | (x=48.24, y=-147.85, yaw=-50.12°) | (x=19.77, y=-161.74, yaw=-50.12°) | (x=17.16, y=-159.40, yaw=-51.12°)
images/image_00006257.png                | True       |      34.57 |       2.60 | (x=49.73, y=-149.04, yaw=-29.68°) | (x=51.85, y=-150.55, yaw=-29.68°) | (x=19.09, y=-162.75, yaw=-29.68°) | (x=19.45, y=-162.60, yaw=-24.68°)
images/image_00006272.png                | True       |      36.40 |       3.48 | (x=53.03, y=-151.12, yaw=-12.44°) | (x=56.38, y=-152.07, yaw=-12.44°) | (x=22.75, y=-164.68, yaw=-12.44°) | (x=22.14, y=-164.41, yaw=-10.44°)
images/image_00006287.png                | True       |      46.30 |       4.12 | (x=57.68, y=-152.24, yaw=-5.56°) | (x=61.76, y=-152.84, yaw=-5.56°) | (x=26.79, y=-165.53, yaw=-5.56°) | (x=16.24, y=-161.27, yaw=-7.56°)
images/image_00006303.png                | True       |      43.75 |       5.39 | (x=62.74, y=-152.74, yaw=-3.21°) | (x=68.10, y=-153.28, yaw=-3.21°) | (x=21.30, y=-161.77, yaw=-3.21°) | (x=25.72, y=-164.14, yaw=-2.21°)
images/image_00006318.png                | True       |      46.11 |       6.22 | (x=68.37, y=-153.03, yaw=-2.85°) | (x=74.55, y=-153.62, yaw=-2.85°) | (x=31.35, y=-164.43, yaw=-2.85°) | (x=29.39, y=-162.92, yaw=1.15°)
images/image_00006333.png                | True       |      63.62 |       7.00 | (x=74.81, y=-153.09, yaw=-2.92°) | (x=81.75, y=-153.99, yaw=-2.92°) | (x=35.83, y=-162.98, yaw=-2.92°) | (x=18.27, y=-158.24, yaw=-6.92°)
images/image_00006348.png                | True       |      63.38 |       7.49 | (x=81.88, y=-153.43, yaw=-2.50°) | (x=89.32, y=-154.33, yaw=-2.50°) | (x=25.34, y=-158.59, yaw=-2.50°) | (x=26.36, y=-161.58, yaw=-2.50°)
images/image_00006363.png                | True       |      86.61 |       7.98 | (x=89.49, y=-153.78, yaw=-2.01°) | (x=97.42, y=-154.64, yaw=-2.01°) | (x=33.97, y=-161.93, yaw=-2.01°) | (x=10.82, y=-155.95, yaw=0.99°)
images/image_00006378.png                | True       |      86.72 |       8.29 | (x=97.68, y=-154.12, yaw=-2.19°) | (x=105.93, y=-154.97, yaw=-2.19°) | (x=19.01, y=-156.28, yaw=-2.19°) | (x=19.21, y=-154.39, yaw=-4.19°)
images/image_00006393.png                | True       |      90.05 |       8.61 | (x=106.13, y=-154.36, yaw=-2.19°) | (x=114.69, y=-155.30, yaw=-2.19°) | (x=27.65, y=-154.63, yaw=-2.19°) | (x=24.64, y=-155.77, yaw=1.81°)
images/image_00006408.png                | True       |      93.56 |       8.84 | (x=114.63, y=-154.62, yaw=-2.19°) | (x=123.41, y=-155.65, yaw=-2.19°) | (x=33.14, y=-156.03, yaw=-2.19°) | (x=29.85, y=-155.13, yaw=1.81°)
images/image_00006423.png                | True       |      96.99 |       8.76 | (x=123.59, y=-154.80, yaw=-2.00°) | (x=132.27, y=-155.98, yaw=-2.00°) | (x=38.81, y=-155.31, yaw=-2.00°) | (x=35.34, y=-152.63, yaw=-4.00°)
images/image_00006438.png                | True       |      98.86 |       8.59 | (x=132.59, y=-155.30, yaw=-2.09°) | (x=141.12, y=-156.32, yaw=-2.09°) | (x=44.34, y=-153.13, yaw=-2.09°) | (x=42.29, y=-154.39, yaw=-2.09°)
images/image_00006453.png                | True       |     100.25 |       8.57 | (x=141.49, y=-155.85, yaw=-2.58°) | (x=150.02, y=-156.70, yaw=-2.58°) | (x=51.19, y=-154.94, yaw=-2.58°) | (x=49.83, y=-153.44, yaw=-4.58°)
images/image_00006468.png                | True       |     103.95 |       8.63 | (x=150.01, y=-156.40, yaw=-2.05°) | (x=158.61, y=-156.96, yaw=-2.05°) | (x=58.34, y=-153.99, yaw=-2.05°) | (x=54.72, y=-153.38, yaw=-2.05°)
images/image_00006483.png                | True       |     112.25 |       8.14 | (x=158.78, y=-156.78, yaw=-1.55°) | (x=166.91, y=-157.27, yaw=-1.55°) | (x=63.50, y=-153.76, yaw=-1.55°) | (x=54.83, y=-151.06, yaw=-0.55°)
images/image_00006499.png                | True       |     120.93 |       7.80 | (x=166.96, y=-157.18, yaw=5.74°) | (x=174.76, y=-156.96, yaw=5.74°) | (x=63.02, y=-151.46, yaw=5.74°)  | (x=54.30, y=-146.31, yaw=1.74°)
